# Starting date:             2015-05-16 18:11:04
# Cluster job name:          universality
# Cluster job ID:            7369734
# Cluster node:              hnode21
# Cluster queue:             mpi.q
# GOAL command:              universal -m piterman -eq -ro
# Input data:                goal.tar.gz
# Memory limit (Java heap):  2G
# Timeout (CPU time):        No timeout
id,universal,dt,da,file
1777,N,1.2,0.8,s15_t1.2_a0.8_077.gff
1778,N,1.2,0.8,s15_t1.2_a0.8_078.gff
1779,N,1.2,0.8,s15_t1.2_a0.8_079.gff
1780,N,1.2,0.8,s15_t1.2_a0.8_080.gff
1781,N,1.2,0.8,s15_t1.2_a0.8_081.gff
1782,N,1.2,0.8,s15_t1.2_a0.8_082.gff
1783,N,1.2,0.8,s15_t1.2_a0.8_083.gff
1784,N,1.2,0.8,s15_t1.2_a0.8_084.gff
1785,Y,1.2,0.8,s15_t1.2_a0.8_085.gff
1786,N,1.2,0.8,s15_t1.2_a0.8_086.gff
1787,N,1.2,0.8,s15_t1.2_a0.8_087.gff
1788,N,1.2,0.8,s15_t1.2_a0.8_088.gff
1789,N,1.2,0.8,s15_t1.2_a0.8_089.gff
1790,Y,1.2,0.8,s15_t1.2_a0.8_090.gff
1791,N,1.2,0.8,s15_t1.2_a0.8_091.gff
1792,N,1.2,0.8,s15_t1.2_a0.8_092.gff
1793,N,1.2,0.8,s15_t1.2_a0.8_093.gff
1794,N,1.2,0.8,s15_t1.2_a0.8_094.gff
1795,Y,1.2,0.8,s15_t1.2_a0.8_095.gff
1796,N,1.2,0.8,s15_t1.2_a0.8_096.gff
1797,N,1.2,0.8,s15_t1.2_a0.8_097.gff
1798,N,1.2,0.8,s15_t1.2_a0.8_098.gff
1799,N,1.2,0.8,s15_t1.2_a0.8_099.gff
1800,N,1.2,0.8,s15_t1.2_a0.8_100.gff
1801,N,1.2,0.9,s15_t1.2_a0.9_001.gff
1802,N,1.2,0.9,s15_t1.2_a0.9_002.gff
1803,N,1.2,0.9,s15_t1.2_a0.9_003.gff
1804,N,1.2,0.9,s15_t1.2_a0.9_004.gff
1805,N,1.2,0.9,s15_t1.2_a0.9_005.gff
1806,N,1.2,0.9,s15_t1.2_a0.9_006.gff
1807,N,1.2,0.9,s15_t1.2_a0.9_007.gff
1808,N,1.2,0.9,s15_t1.2_a0.9_008.gff
1809,N,1.2,0.9,s15_t1.2_a0.9_009.gff
1810,N,1.2,0.9,s15_t1.2_a0.9_010.gff
1811,N,1.2,0.9,s15_t1.2_a0.9_011.gff
1812,N,1.2,0.9,s15_t1.2_a0.9_012.gff
1813,N,1.2,0.9,s15_t1.2_a0.9_013.gff
1814,N,1.2,0.9,s15_t1.2_a0.9_014.gff
1815,N,1.2,0.9,s15_t1.2_a0.9_015.gff
1816,N,1.2,0.9,s15_t1.2_a0.9_016.gff
1817,N,1.2,0.9,s15_t1.2_a0.9_017.gff
1818,N,1.2,0.9,s15_t1.2_a0.9_018.gff
1819,N,1.2,0.9,s15_t1.2_a0.9_019.gff
1820,Y,1.2,0.9,s15_t1.2_a0.9_020.gff
1821,N,1.2,0.9,s15_t1.2_a0.9_021.gff
1822,N,1.2,0.9,s15_t1.2_a0.9_022.gff
1823,N,1.2,0.9,s15_t1.2_a0.9_023.gff
1824,N,1.2,0.9,s15_t1.2_a0.9_024.gff
1825,N,1.2,0.9,s15_t1.2_a0.9_025.gff
1826,N,1.2,0.9,s15_t1.2_a0.9_026.gff
1827,N,1.2,0.9,s15_t1.2_a0.9_027.gff
1828,N,1.2,0.9,s15_t1.2_a0.9_028.gff
1829,N,1.2,0.9,s15_t1.2_a0.9_029.gff
1830,N,1.2,0.9,s15_t1.2_a0.9_030.gff
1831,N,1.2,0.9,s15_t1.2_a0.9_031.gff
1832,N,1.2,0.9,s15_t1.2_a0.9_032.gff
1833,N,1.2,0.9,s15_t1.2_a0.9_033.gff
1834,N,1.2,0.9,s15_t1.2_a0.9_034.gff
1835,N,1.2,0.9,s15_t1.2_a0.9_035.gff
1836,N,1.2,0.9,s15_t1.2_a0.9_036.gff
1837,N,1.2,0.9,s15_t1.2_a0.9_037.gff
1838,N,1.2,0.9,s15_t1.2_a0.9_038.gff
1839,N,1.2,0.9,s15_t1.2_a0.9_039.gff
1840,N,1.2,0.9,s15_t1.2_a0.9_040.gff
1841,N,1.2,0.9,s15_t1.2_a0.9_041.gff
1842,N,1.2,0.9,s15_t1.2_a0.9_042.gff
1843,N,1.2,0.9,s15_t1.2_a0.9_043.gff
1844,N,1.2,0.9,s15_t1.2_a0.9_044.gff
1845,N,1.2,0.9,s15_t1.2_a0.9_045.gff
1846,N,1.2,0.9,s15_t1.2_a0.9_046.gff
1847,N,1.2,0.9,s15_t1.2_a0.9_047.gff
1848,N,1.2,0.9,s15_t1.2_a0.9_048.gff
1849,N,1.2,0.9,s15_t1.2_a0.9_049.gff
1850,N,1.2,0.9,s15_t1.2_a0.9_050.gff
1851,N,1.2,0.9,s15_t1.2_a0.9_051.gff
1852,N,1.2,0.9,s15_t1.2_a0.9_052.gff
1853,N,1.2,0.9,s15_t1.2_a0.9_053.gff
1854,N,1.2,0.9,s15_t1.2_a0.9_054.gff
1855,N,1.2,0.9,s15_t1.2_a0.9_055.gff
1856,N,1.2,0.9,s15_t1.2_a0.9_056.gff
1857,N,1.2,0.9,s15_t1.2_a0.9_057.gff
1858,N,1.2,0.9,s15_t1.2_a0.9_058.gff
1859,N,1.2,0.9,s15_t1.2_a0.9_059.gff
1860,N,1.2,0.9,s15_t1.2_a0.9_060.gff
1861,N,1.2,0.9,s15_t1.2_a0.9_061.gff
1862,N,1.2,0.9,s15_t1.2_a0.9_062.gff
1863,N,1.2,0.9,s15_t1.2_a0.9_063.gff
1864,N,1.2,0.9,s15_t1.2_a0.9_064.gff
1865,N,1.2,0.9,s15_t1.2_a0.9_065.gff
1866,Y,1.2,0.9,s15_t1.2_a0.9_066.gff
1867,N,1.2,0.9,s15_t1.2_a0.9_067.gff
1868,N,1.2,0.9,s15_t1.2_a0.9_068.gff
1869,N,1.2,0.9,s15_t1.2_a0.9_069.gff
1870,N,1.2,0.9,s15_t1.2_a0.9_070.gff
1871,N,1.2,0.9,s15_t1.2_a0.9_071.gff
1872,N,1.2,0.9,s15_t1.2_a0.9_072.gff
1873,N,1.2,0.9,s15_t1.2_a0.9_073.gff
1874,N,1.2,0.9,s15_t1.2_a0.9_074.gff
1875,N,1.2,0.9,s15_t1.2_a0.9_075.gff
1876,N,1.2,0.9,s15_t1.2_a0.9_076.gff
1877,N,1.2,0.9,s15_t1.2_a0.9_077.gff
1878,N,1.2,0.9,s15_t1.2_a0.9_078.gff
1879,N,1.2,0.9,s15_t1.2_a0.9_079.gff
1880,N,1.2,0.9,s15_t1.2_a0.9_080.gff
1881,N,1.2,0.9,s15_t1.2_a0.9_081.gff
1882,N,1.2,0.9,s15_t1.2_a0.9_082.gff
1883,N,1.2,0.9,s15_t1.2_a0.9_083.gff
1884,Y,1.2,0.9,s15_t1.2_a0.9_084.gff
1885,N,1.2,0.9,s15_t1.2_a0.9_085.gff
1886,N,1.2,0.9,s15_t1.2_a0.9_086.gff
1887,N,1.2,0.9,s15_t1.2_a0.9_087.gff
1888,N,1.2,0.9,s15_t1.2_a0.9_088.gff
1889,N,1.2,0.9,s15_t1.2_a0.9_089.gff
1890,Y,1.2,0.9,s15_t1.2_a0.9_090.gff
1891,N,1.2,0.9,s15_t1.2_a0.9_091.gff
1892,N,1.2,0.9,s15_t1.2_a0.9_092.gff
1893,N,1.2,0.9,s15_t1.2_a0.9_093.gff
1894,N,1.2,0.9,s15_t1.2_a0.9_094.gff
1895,N,1.2,0.9,s15_t1.2_a0.9_095.gff
1896,N,1.2,0.9,s15_t1.2_a0.9_096.gff
1897,N,1.2,0.9,s15_t1.2_a0.9_097.gff
1898,N,1.2,0.9,s15_t1.2_a0.9_098.gff
1899,N,1.2,0.9,s15_t1.2_a0.9_099.gff
1900,N,1.2,0.9,s15_t1.2_a0.9_100.gff
1901,N,1.2,1.0,s15_t1.2_a1.0_001.gff
1902,N,1.2,1.0,s15_t1.2_a1.0_002.gff
1903,N,1.2,1.0,s15_t1.2_a1.0_003.gff
1904,N,1.2,1.0,s15_t1.2_a1.0_004.gff
1905,Y,1.2,1.0,s15_t1.2_a1.0_005.gff
1906,N,1.2,1.0,s15_t1.2_a1.0_006.gff
1907,N,1.2,1.0,s15_t1.2_a1.0_007.gff
1908,N,1.2,1.0,s15_t1.2_a1.0_008.gff
1909,N,1.2,1.0,s15_t1.2_a1.0_009.gff
1910,Y,1.2,1.0,s15_t1.2_a1.0_010.gff
1911,N,1.2,1.0,s15_t1.2_a1.0_011.gff
1912,N,1.2,1.0,s15_t1.2_a1.0_012.gff
1913,Y,1.2,1.0,s15_t1.2_a1.0_013.gff
1914,N,1.2,1.0,s15_t1.2_a1.0_014.gff
1915,N,1.2,1.0,s15_t1.2_a1.0_015.gff
1916,N,1.2,1.0,s15_t1.2_a1.0_016.gff
1917,N,1.2,1.0,s15_t1.2_a1.0_017.gff
1918,N,1.2,1.0,s15_t1.2_a1.0_018.gff
1919,N,1.2,1.0,s15_t1.2_a1.0_019.gff
1920,N,1.2,1.0,s15_t1.2_a1.0_020.gff
1921,N,1.2,1.0,s15_t1.2_a1.0_021.gff
1922,Y,1.2,1.0,s15_t1.2_a1.0_022.gff
1923,N,1.2,1.0,s15_t1.2_a1.0_023.gff
1924,N,1.2,1.0,s15_t1.2_a1.0_024.gff
1925,N,1.2,1.0,s15_t1.2_a1.0_025.gff
1926,Y,1.2,1.0,s15_t1.2_a1.0_026.gff
1927,N,1.2,1.0,s15_t1.2_a1.0_027.gff
1928,N,1.2,1.0,s15_t1.2_a1.0_028.gff
1929,N,1.2,1.0,s15_t1.2_a1.0_029.gff
1930,N,1.2,1.0,s15_t1.2_a1.0_030.gff
1931,Y,1.2,1.0,s15_t1.2_a1.0_031.gff
1932,N,1.2,1.0,s15_t1.2_a1.0_032.gff
1933,N,1.2,1.0,s15_t1.2_a1.0_033.gff
1934,N,1.2,1.0,s15_t1.2_a1.0_034.gff
1935,N,1.2,1.0,s15_t1.2_a1.0_035.gff
1936,N,1.2,1.0,s15_t1.2_a1.0_036.gff
1937,N,1.2,1.0,s15_t1.2_a1.0_037.gff
1938,N,1.2,1.0,s15_t1.2_a1.0_038.gff
1939,N,1.2,1.0,s15_t1.2_a1.0_039.gff
1940,N,1.2,1.0,s15_t1.2_a1.0_040.gff
1941,Y,1.2,1.0,s15_t1.2_a1.0_041.gff
1942,N,1.2,1.0,s15_t1.2_a1.0_042.gff
1943,N,1.2,1.0,s15_t1.2_a1.0_043.gff
1944,N,1.2,1.0,s15_t1.2_a1.0_044.gff
1945,Y,1.2,1.0,s15_t1.2_a1.0_045.gff
1946,N,1.2,1.0,s15_t1.2_a1.0_046.gff
1947,Y,1.2,1.0,s15_t1.2_a1.0_047.gff
1948,N,1.2,1.0,s15_t1.2_a1.0_048.gff
1949,N,1.2,1.0,s15_t1.2_a1.0_049.gff
1950,N,1.2,1.0,s15_t1.2_a1.0_050.gff
1951,N,1.2,1.0,s15_t1.2_a1.0_051.gff
1952,N,1.2,1.0,s15_t1.2_a1.0_052.gff
1953,N,1.2,1.0,s15_t1.2_a1.0_053.gff
1954,N,1.2,1.0,s15_t1.2_a1.0_054.gff
1955,N,1.2,1.0,s15_t1.2_a1.0_055.gff
1956,N,1.2,1.0,s15_t1.2_a1.0_056.gff
1957,N,1.2,1.0,s15_t1.2_a1.0_057.gff
1958,N,1.2,1.0,s15_t1.2_a1.0_058.gff
1959,N,1.2,1.0,s15_t1.2_a1.0_059.gff
1960,N,1.2,1.0,s15_t1.2_a1.0_060.gff
1961,N,1.2,1.0,s15_t1.2_a1.0_061.gff
1962,N,1.2,1.0,s15_t1.2_a1.0_062.gff
1963,N,1.2,1.0,s15_t1.2_a1.0_063.gff
1964,N,1.2,1.0,s15_t1.2_a1.0_064.gff
1965,N,1.2,1.0,s15_t1.2_a1.0_065.gff
1966,N,1.2,1.0,s15_t1.2_a1.0_066.gff
1967,N,1.2,1.0,s15_t1.2_a1.0_067.gff
1968,N,1.2,1.0,s15_t1.2_a1.0_068.gff
1969,N,1.2,1.0,s15_t1.2_a1.0_069.gff
1970,N,1.2,1.0,s15_t1.2_a1.0_070.gff
1971,N,1.2,1.0,s15_t1.2_a1.0_071.gff
1972,Y,1.2,1.0,s15_t1.2_a1.0_072.gff
1973,N,1.2,1.0,s15_t1.2_a1.0_073.gff
1974,N,1.2,1.0,s15_t1.2_a1.0_074.gff
1975,N,1.2,1.0,s15_t1.2_a1.0_075.gff
1976,N,1.2,1.0,s15_t1.2_a1.0_076.gff
1977,Y,1.2,1.0,s15_t1.2_a1.0_077.gff
1978,N,1.2,1.0,s15_t1.2_a1.0_078.gff
1979,N,1.2,1.0,s15_t1.2_a1.0_079.gff
1980,N,1.2,1.0,s15_t1.2_a1.0_080.gff
1981,N,1.2,1.0,s15_t1.2_a1.0_081.gff
1982,Y,1.2,1.0,s15_t1.2_a1.0_082.gff
1983,N,1.2,1.0,s15_t1.2_a1.0_083.gff
1984,N,1.2,1.0,s15_t1.2_a1.0_084.gff
1985,N,1.2,1.0,s15_t1.2_a1.0_085.gff
1986,N,1.2,1.0,s15_t1.2_a1.0_086.gff
1987,N,1.2,1.0,s15_t1.2_a1.0_087.gff
1988,N,1.2,1.0,s15_t1.2_a1.0_088.gff
1989,Y,1.2,1.0,s15_t1.2_a1.0_089.gff
1990,N,1.2,1.0,s15_t1.2_a1.0_090.gff
1991,N,1.2,1.0,s15_t1.2_a1.0_091.gff
1992,N,1.2,1.0,s15_t1.2_a1.0_092.gff
1993,N,1.2,1.0,s15_t1.2_a1.0_093.gff
1994,N,1.2,1.0,s15_t1.2_a1.0_094.gff
1995,N,1.2,1.0,s15_t1.2_a1.0_095.gff
1996,N,1.2,1.0,s15_t1.2_a1.0_096.gff
1997,N,1.2,1.0,s15_t1.2_a1.0_097.gff
1998,N,1.2,1.0,s15_t1.2_a1.0_098.gff
1999,Y,1.2,1.0,s15_t1.2_a1.0_099.gff
2000,N,1.2,1.0,s15_t1.2_a1.0_100.gff
2001,N,1.4,0.1,s15_t1.4_a0.1_001.gff
2002,N,1.4,0.1,s15_t1.4_a0.1_002.gff
2003,N,1.4,0.1,s15_t1.4_a0.1_003.gff
2004,N,1.4,0.1,s15_t1.4_a0.1_004.gff
2005,N,1.4,0.1,s15_t1.4_a0.1_005.gff
2006,N,1.4,0.1,s15_t1.4_a0.1_006.gff
2007,N,1.4,0.1,s15_t1.4_a0.1_007.gff
2008,N,1.4,0.1,s15_t1.4_a0.1_008.gff
2009,N,1.4,0.1,s15_t1.4_a0.1_009.gff
2010,N,1.4,0.1,s15_t1.4_a0.1_010.gff
2011,N,1.4,0.1,s15_t1.4_a0.1_011.gff
2012,N,1.4,0.1,s15_t1.4_a0.1_012.gff
2013,N,1.4,0.1,s15_t1.4_a0.1_013.gff
2014,N,1.4,0.1,s15_t1.4_a0.1_014.gff
2015,N,1.4,0.1,s15_t1.4_a0.1_015.gff
2016,N,1.4,0.1,s15_t1.4_a0.1_016.gff
2017,N,1.4,0.1,s15_t1.4_a0.1_017.gff
2018,N,1.4,0.1,s15_t1.4_a0.1_018.gff
2019,N,1.4,0.1,s15_t1.4_a0.1_019.gff
2020,N,1.4,0.1,s15_t1.4_a0.1_020.gff
2021,N,1.4,0.1,s15_t1.4_a0.1_021.gff
2022,N,1.4,0.1,s15_t1.4_a0.1_022.gff
2023,N,1.4,0.1,s15_t1.4_a0.1_023.gff
2024,N,1.4,0.1,s15_t1.4_a0.1_024.gff
2025,N,1.4,0.1,s15_t1.4_a0.1_025.gff
2026,N,1.4,0.1,s15_t1.4_a0.1_026.gff
2027,N,1.4,0.1,s15_t1.4_a0.1_027.gff
2028,N,1.4,0.1,s15_t1.4_a0.1_028.gff
2029,N,1.4,0.1,s15_t1.4_a0.1_029.gff
2030,N,1.4,0.1,s15_t1.4_a0.1_030.gff
2031,N,1.4,0.1,s15_t1.4_a0.1_031.gff
2032,N,1.4,0.1,s15_t1.4_a0.1_032.gff
2033,N,1.4,0.1,s15_t1.4_a0.1_033.gff
2034,N,1.4,0.1,s15_t1.4_a0.1_034.gff
2035,N,1.4,0.1,s15_t1.4_a0.1_035.gff
2036,N,1.4,0.1,s15_t1.4_a0.1_036.gff
2037,N,1.4,0.1,s15_t1.4_a0.1_037.gff
2038,N,1.4,0.1,s15_t1.4_a0.1_038.gff
2039,N,1.4,0.1,s15_t1.4_a0.1_039.gff
2040,N,1.4,0.1,s15_t1.4_a0.1_040.gff
2041,N,1.4,0.1,s15_t1.4_a0.1_041.gff
2042,N,1.4,0.1,s15_t1.4_a0.1_042.gff
2043,Y,1.4,0.1,s15_t1.4_a0.1_043.gff
2044,N,1.4,0.1,s15_t1.4_a0.1_044.gff
2045,N,1.4,0.1,s15_t1.4_a0.1_045.gff
2046,N,1.4,0.1,s15_t1.4_a0.1_046.gff
2047,N,1.4,0.1,s15_t1.4_a0.1_047.gff
2048,N,1.4,0.1,s15_t1.4_a0.1_048.gff
2049,N,1.4,0.1,s15_t1.4_a0.1_049.gff
2050,N,1.4,0.1,s15_t1.4_a0.1_050.gff
2051,N,1.4,0.1,s15_t1.4_a0.1_051.gff
2052,N,1.4,0.1,s15_t1.4_a0.1_052.gff
2053,N,1.4,0.1,s15_t1.4_a0.1_053.gff
2054,N,1.4,0.1,s15_t1.4_a0.1_054.gff
2055,N,1.4,0.1,s15_t1.4_a0.1_055.gff
2056,N,1.4,0.1,s15_t1.4_a0.1_056.gff
2057,N,1.4,0.1,s15_t1.4_a0.1_057.gff
2058,N,1.4,0.1,s15_t1.4_a0.1_058.gff
2059,N,1.4,0.1,s15_t1.4_a0.1_059.gff
2060,N,1.4,0.1,s15_t1.4_a0.1_060.gff
2061,N,1.4,0.1,s15_t1.4_a0.1_061.gff
2062,N,1.4,0.1,s15_t1.4_a0.1_062.gff
2063,N,1.4,0.1,s15_t1.4_a0.1_063.gff
2064,N,1.4,0.1,s15_t1.4_a0.1_064.gff
2065,N,1.4,0.1,s15_t1.4_a0.1_065.gff
2066,N,1.4,0.1,s15_t1.4_a0.1_066.gff
2067,N,1.4,0.1,s15_t1.4_a0.1_067.gff
2068,N,1.4,0.1,s15_t1.4_a0.1_068.gff
2069,N,1.4,0.1,s15_t1.4_a0.1_069.gff
2070,N,1.4,0.1,s15_t1.4_a0.1_070.gff
2071,N,1.4,0.1,s15_t1.4_a0.1_071.gff
2072,N,1.4,0.1,s15_t1.4_a0.1_072.gff
2073,N,1.4,0.1,s15_t1.4_a0.1_073.gff
2074,N,1.4,0.1,s15_t1.4_a0.1_074.gff
2075,N,1.4,0.1,s15_t1.4_a0.1_075.gff
2076,N,1.4,0.1,s15_t1.4_a0.1_076.gff
2077,N,1.4,0.1,s15_t1.4_a0.1_077.gff
2078,N,1.4,0.1,s15_t1.4_a0.1_078.gff
2079,N,1.4,0.1,s15_t1.4_a0.1_079.gff
2080,N,1.4,0.1,s15_t1.4_a0.1_080.gff
2081,N,1.4,0.1,s15_t1.4_a0.1_081.gff
2082,N,1.4,0.1,s15_t1.4_a0.1_082.gff
2083,N,1.4,0.1,s15_t1.4_a0.1_083.gff
2084,Y,1.4,0.1,s15_t1.4_a0.1_084.gff
2085,N,1.4,0.1,s15_t1.4_a0.1_085.gff
2086,N,1.4,0.1,s15_t1.4_a0.1_086.gff
2087,N,1.4,0.1,s15_t1.4_a0.1_087.gff
2088,N,1.4,0.1,s15_t1.4_a0.1_088.gff
2089,N,1.4,0.1,s15_t1.4_a0.1_089.gff
2090,N,1.4,0.1,s15_t1.4_a0.1_090.gff
2091,N,1.4,0.1,s15_t1.4_a0.1_091.gff
2092,N,1.4,0.1,s15_t1.4_a0.1_092.gff
2093,N,1.4,0.1,s15_t1.4_a0.1_093.gff
2094,N,1.4,0.1,s15_t1.4_a0.1_094.gff
2095,N,1.4,0.1,s15_t1.4_a0.1_095.gff
2096,N,1.4,0.1,s15_t1.4_a0.1_096.gff
2097,N,1.4,0.1,s15_t1.4_a0.1_097.gff
2098,N,1.4,0.1,s15_t1.4_a0.1_098.gff
2099,N,1.4,0.1,s15_t1.4_a0.1_099.gff
2100,N,1.4,0.1,s15_t1.4_a0.1_100.gff
2101,N,1.4,0.2,s15_t1.4_a0.2_001.gff
2102,N,1.4,0.2,s15_t1.4_a0.2_002.gff
2103,Y,1.4,0.2,s15_t1.4_a0.2_003.gff
2104,Y,1.4,0.2,s15_t1.4_a0.2_004.gff
2105,Y,1.4,0.2,s15_t1.4_a0.2_005.gff
2106,Y,1.4,0.2,s15_t1.4_a0.2_006.gff
2107,N,1.4,0.2,s15_t1.4_a0.2_007.gff
2108,N,1.4,0.2,s15_t1.4_a0.2_008.gff
2109,Y,1.4,0.2,s15_t1.4_a0.2_009.gff
2110,N,1.4,0.2,s15_t1.4_a0.2_010.gff
2111,Y,1.4,0.2,s15_t1.4_a0.2_011.gff
2112,N,1.4,0.2,s15_t1.4_a0.2_012.gff
2113,N,1.4,0.2,s15_t1.4_a0.2_013.gff
2114,Y,1.4,0.2,s15_t1.4_a0.2_014.gff
2115,N,1.4,0.2,s15_t1.4_a0.2_015.gff
2116,N,1.4,0.2,s15_t1.4_a0.2_016.gff
2117,N,1.4,0.2,s15_t1.4_a0.2_017.gff
2118,N,1.4,0.2,s15_t1.4_a0.2_018.gff
2119,N,1.4,0.2,s15_t1.4_a0.2_019.gff
2120,N,1.4,0.2,s15_t1.4_a0.2_020.gff
2121,N,1.4,0.2,s15_t1.4_a0.2_021.gff
2122,Y,1.4,0.2,s15_t1.4_a0.2_022.gff
2123,N,1.4,0.2,s15_t1.4_a0.2_023.gff
2124,N,1.4,0.2,s15_t1.4_a0.2_024.gff
2125,N,1.4,0.2,s15_t1.4_a0.2_025.gff
2126,N,1.4,0.2,s15_t1.4_a0.2_026.gff
2127,N,1.4,0.2,s15_t1.4_a0.2_027.gff
2128,N,1.4,0.2,s15_t1.4_a0.2_028.gff
2129,N,1.4,0.2,s15_t1.4_a0.2_029.gff
2130,N,1.4,0.2,s15_t1.4_a0.2_030.gff
2131,N,1.4,0.2,s15_t1.4_a0.2_031.gff
2132,N,1.4,0.2,s15_t1.4_a0.2_032.gff
2133,Y,1.4,0.2,s15_t1.4_a0.2_033.gff
2134,N,1.4,0.2,s15_t1.4_a0.2_034.gff
2135,N,1.4,0.2,s15_t1.4_a0.2_035.gff
2136,N,1.4,0.2,s15_t1.4_a0.2_036.gff
2137,Y,1.4,0.2,s15_t1.4_a0.2_037.gff
2138,N,1.4,0.2,s15_t1.4_a0.2_038.gff
2139,N,1.4,0.2,s15_t1.4_a0.2_039.gff
2140,N,1.4,0.2,s15_t1.4_a0.2_040.gff
2141,N,1.4,0.2,s15_t1.4_a0.2_041.gff
2142,N,1.4,0.2,s15_t1.4_a0.2_042.gff
2143,N,1.4,0.2,s15_t1.4_a0.2_043.gff
2144,N,1.4,0.2,s15_t1.4_a0.2_044.gff
2145,N,1.4,0.2,s15_t1.4_a0.2_045.gff
2146,Y,1.4,0.2,s15_t1.4_a0.2_046.gff
2147,N,1.4,0.2,s15_t1.4_a0.2_047.gff
2148,N,1.4,0.2,s15_t1.4_a0.2_048.gff
2149,N,1.4,0.2,s15_t1.4_a0.2_049.gff
2150,N,1.4,0.2,s15_t1.4_a0.2_050.gff
2151,N,1.4,0.2,s15_t1.4_a0.2_051.gff
2152,N,1.4,0.2,s15_t1.4_a0.2_052.gff
2153,N,1.4,0.2,s15_t1.4_a0.2_053.gff
2154,N,1.4,0.2,s15_t1.4_a0.2_054.gff
2155,N,1.4,0.2,s15_t1.4_a0.2_055.gff
2156,N,1.4,0.2,s15_t1.4_a0.2_056.gff
2157,N,1.4,0.2,s15_t1.4_a0.2_057.gff
2158,N,1.4,0.2,s15_t1.4_a0.2_058.gff
2159,N,1.4,0.2,s15_t1.4_a0.2_059.gff
2160,N,1.4,0.2,s15_t1.4_a0.2_060.gff
2161,N,1.4,0.2,s15_t1.4_a0.2_061.gff
2162,N,1.4,0.2,s15_t1.4_a0.2_062.gff
2163,N,1.4,0.2,s15_t1.4_a0.2_063.gff
2164,Y,1.4,0.2,s15_t1.4_a0.2_064.gff
2165,Y,1.4,0.2,s15_t1.4_a0.2_065.gff
2166,N,1.4,0.2,s15_t1.4_a0.2_066.gff
2167,N,1.4,0.2,s15_t1.4_a0.2_067.gff
2168,N,1.4,0.2,s15_t1.4_a0.2_068.gff
2169,N,1.4,0.2,s15_t1.4_a0.2_069.gff
2170,N,1.4,0.2,s15_t1.4_a0.2_070.gff
2171,N,1.4,0.2,s15_t1.4_a0.2_071.gff
2172,N,1.4,0.2,s15_t1.4_a0.2_072.gff
2173,N,1.4,0.2,s15_t1.4_a0.2_073.gff
2174,N,1.4,0.2,s15_t1.4_a0.2_074.gff
2175,N,1.4,0.2,s15_t1.4_a0.2_075.gff
2176,N,1.4,0.2,s15_t1.4_a0.2_076.gff
2177,N,1.4,0.2,s15_t1.4_a0.2_077.gff
2178,N,1.4,0.2,s15_t1.4_a0.2_078.gff
2179,N,1.4,0.2,s15_t1.4_a0.2_079.gff
2180,N,1.4,0.2,s15_t1.4_a0.2_080.gff
2181,N,1.4,0.2,s15_t1.4_a0.2_081.gff
2182,N,1.4,0.2,s15_t1.4_a0.2_082.gff
2183,N,1.4,0.2,s15_t1.4_a0.2_083.gff
2184,N,1.4,0.2,s15_t1.4_a0.2_084.gff
2185,N,1.4,0.2,s15_t1.4_a0.2_085.gff
2186,Y,1.4,0.2,s15_t1.4_a0.2_086.gff
2187,Y,1.4,0.2,s15_t1.4_a0.2_087.gff
2188,N,1.4,0.2,s15_t1.4_a0.2_088.gff
2189,Y,1.4,0.2,s15_t1.4_a0.2_089.gff
2190,N,1.4,0.2,s15_t1.4_a0.2_090.gff
2191,N,1.4,0.2,s15_t1.4_a0.2_091.gff
2192,N,1.4,0.2,s15_t1.4_a0.2_092.gff
2193,Y,1.4,0.2,s15_t1.4_a0.2_093.gff
2194,N,1.4,0.2,s15_t1.4_a0.2_094.gff
2195,N,1.4,0.2,s15_t1.4_a0.2_095.gff
2196,N,1.4,0.2,s15_t1.4_a0.2_096.gff
2197,N,1.4,0.2,s15_t1.4_a0.2_097.gff
2198,N,1.4,0.2,s15_t1.4_a0.2_098.gff
2199,N,1.4,0.2,s15_t1.4_a0.2_099.gff
2200,N,1.4,0.2,s15_t1.4_a0.2_100.gff
2201,Y,1.4,0.3,s15_t1.4_a0.3_001.gff
2202,N,1.4,0.3,s15_t1.4_a0.3_002.gff
2203,N,1.4,0.3,s15_t1.4_a0.3_003.gff
2204,N,1.4,0.3,s15_t1.4_a0.3_004.gff
2205,N,1.4,0.3,s15_t1.4_a0.3_005.gff
2206,Y,1.4,0.3,s15_t1.4_a0.3_006.gff
2207,N,1.4,0.3,s15_t1.4_a0.3_007.gff
2208,Y,1.4,0.3,s15_t1.4_a0.3_008.gff
2209,N,1.4,0.3,s15_t1.4_a0.3_009.gff
2210,N,1.4,0.3,s15_t1.4_a0.3_010.gff
2211,Y,1.4,0.3,s15_t1.4_a0.3_011.gff
2212,N,1.4,0.3,s15_t1.4_a0.3_012.gff
2213,N,1.4,0.3,s15_t1.4_a0.3_013.gff
2214,N,1.4,0.3,s15_t1.4_a0.3_014.gff
2215,N,1.4,0.3,s15_t1.4_a0.3_015.gff
2216,N,1.4,0.3,s15_t1.4_a0.3_016.gff
2217,N,1.4,0.3,s15_t1.4_a0.3_017.gff
2218,N,1.4,0.3,s15_t1.4_a0.3_018.gff
2219,Y,1.4,0.3,s15_t1.4_a0.3_019.gff
2220,N,1.4,0.3,s15_t1.4_a0.3_020.gff
2221,N,1.4,0.3,s15_t1.4_a0.3_021.gff
