# Starting date:             2015-06-11 14:58:00
# Cluster job name:          emptiness
# Cluster job ID:            9858387
# Cluster node:              hnode02
# Cluster queue:             mpi.q
# GOAL command:              emptiness 
# Input data:                goal.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        No timeout
id,empty,dt,da,file
2046,N,1.4,0.1,s15_t1.4_a0.1_046.gff
2047,N,1.4,0.1,s15_t1.4_a0.1_047.gff
2048,N,1.4,0.1,s15_t1.4_a0.1_048.gff
2049,N,1.4,0.1,s15_t1.4_a0.1_049.gff
2050,N,1.4,0.1,s15_t1.4_a0.1_050.gff
2051,N,1.4,0.1,s15_t1.4_a0.1_051.gff
2052,N,1.4,0.1,s15_t1.4_a0.1_052.gff
2053,N,1.4,0.1,s15_t1.4_a0.1_053.gff
2054,N,1.4,0.1,s15_t1.4_a0.1_054.gff
2055,N,1.4,0.1,s15_t1.4_a0.1_055.gff
2056,N,1.4,0.1,s15_t1.4_a0.1_056.gff
2057,N,1.4,0.1,s15_t1.4_a0.1_057.gff
2058,N,1.4,0.1,s15_t1.4_a0.1_058.gff
2059,N,1.4,0.1,s15_t1.4_a0.1_059.gff
2060,N,1.4,0.1,s15_t1.4_a0.1_060.gff
2061,N,1.4,0.1,s15_t1.4_a0.1_061.gff
2062,N,1.4,0.1,s15_t1.4_a0.1_062.gff
2063,Y,1.4,0.1,s15_t1.4_a0.1_063.gff
2064,N,1.4,0.1,s15_t1.4_a0.1_064.gff
2065,N,1.4,0.1,s15_t1.4_a0.1_065.gff
2066,N,1.4,0.1,s15_t1.4_a0.1_066.gff
2067,N,1.4,0.1,s15_t1.4_a0.1_067.gff
2068,N,1.4,0.1,s15_t1.4_a0.1_068.gff
2069,N,1.4,0.1,s15_t1.4_a0.1_069.gff
2070,N,1.4,0.1,s15_t1.4_a0.1_070.gff
2071,N,1.4,0.1,s15_t1.4_a0.1_071.gff
2072,N,1.4,0.1,s15_t1.4_a0.1_072.gff
2073,N,1.4,0.1,s15_t1.4_a0.1_073.gff
2074,N,1.4,0.1,s15_t1.4_a0.1_074.gff
2075,N,1.4,0.1,s15_t1.4_a0.1_075.gff
2076,N,1.4,0.1,s15_t1.4_a0.1_076.gff
2077,N,1.4,0.1,s15_t1.4_a0.1_077.gff
2078,N,1.4,0.1,s15_t1.4_a0.1_078.gff
2079,N,1.4,0.1,s15_t1.4_a0.1_079.gff
2080,N,1.4,0.1,s15_t1.4_a0.1_080.gff
2081,N,1.4,0.1,s15_t1.4_a0.1_081.gff
2082,N,1.4,0.1,s15_t1.4_a0.1_082.gff
2083,N,1.4,0.1,s15_t1.4_a0.1_083.gff
2084,N,1.4,0.1,s15_t1.4_a0.1_084.gff
2085,N,1.4,0.1,s15_t1.4_a0.1_085.gff
2086,N,1.4,0.1,s15_t1.4_a0.1_086.gff
2087,N,1.4,0.1,s15_t1.4_a0.1_087.gff
2088,N,1.4,0.1,s15_t1.4_a0.1_088.gff
2089,N,1.4,0.1,s15_t1.4_a0.1_089.gff
2090,N,1.4,0.1,s15_t1.4_a0.1_090.gff
2091,N,1.4,0.1,s15_t1.4_a0.1_091.gff
2092,N,1.4,0.1,s15_t1.4_a0.1_092.gff
2093,N,1.4,0.1,s15_t1.4_a0.1_093.gff
2094,N,1.4,0.1,s15_t1.4_a0.1_094.gff
2095,N,1.4,0.1,s15_t1.4_a0.1_095.gff
2096,N,1.4,0.1,s15_t1.4_a0.1_096.gff
2097,N,1.4,0.1,s15_t1.4_a0.1_097.gff
2098,N,1.4,0.1,s15_t1.4_a0.1_098.gff
2099,N,1.4,0.1,s15_t1.4_a0.1_099.gff
2100,N,1.4,0.1,s15_t1.4_a0.1_100.gff
2101,N,1.4,0.2,s15_t1.4_a0.2_001.gff
2102,N,1.4,0.2,s15_t1.4_a0.2_002.gff
2103,N,1.4,0.2,s15_t1.4_a0.2_003.gff
2104,N,1.4,0.2,s15_t1.4_a0.2_004.gff
2105,N,1.4,0.2,s15_t1.4_a0.2_005.gff
2106,N,1.4,0.2,s15_t1.4_a0.2_006.gff
2107,N,1.4,0.2,s15_t1.4_a0.2_007.gff
2108,N,1.4,0.2,s15_t1.4_a0.2_008.gff
2109,N,1.4,0.2,s15_t1.4_a0.2_009.gff
2110,N,1.4,0.2,s15_t1.4_a0.2_010.gff
2111,N,1.4,0.2,s15_t1.4_a0.2_011.gff
2112,N,1.4,0.2,s15_t1.4_a0.2_012.gff
2113,N,1.4,0.2,s15_t1.4_a0.2_013.gff
2114,N,1.4,0.2,s15_t1.4_a0.2_014.gff
2115,N,1.4,0.2,s15_t1.4_a0.2_015.gff
2116,N,1.4,0.2,s15_t1.4_a0.2_016.gff
2117,N,1.4,0.2,s15_t1.4_a0.2_017.gff
2118,N,1.4,0.2,s15_t1.4_a0.2_018.gff
2119,N,1.4,0.2,s15_t1.4_a0.2_019.gff
2120,N,1.4,0.2,s15_t1.4_a0.2_020.gff
2121,N,1.4,0.2,s15_t1.4_a0.2_021.gff
2122,N,1.4,0.2,s15_t1.4_a0.2_022.gff
2123,N,1.4,0.2,s15_t1.4_a0.2_023.gff
2124,N,1.4,0.2,s15_t1.4_a0.2_024.gff
2125,N,1.4,0.2,s15_t1.4_a0.2_025.gff
2126,N,1.4,0.2,s15_t1.4_a0.2_026.gff
2127,N,1.4,0.2,s15_t1.4_a0.2_027.gff
2128,N,1.4,0.2,s15_t1.4_a0.2_028.gff
2129,N,1.4,0.2,s15_t1.4_a0.2_029.gff
2130,N,1.4,0.2,s15_t1.4_a0.2_030.gff
2131,N,1.4,0.2,s15_t1.4_a0.2_031.gff
2132,N,1.4,0.2,s15_t1.4_a0.2_032.gff
2133,N,1.4,0.2,s15_t1.4_a0.2_033.gff
2134,N,1.4,0.2,s15_t1.4_a0.2_034.gff
2135,N,1.4,0.2,s15_t1.4_a0.2_035.gff
2136,N,1.4,0.2,s15_t1.4_a0.2_036.gff
2137,N,1.4,0.2,s15_t1.4_a0.2_037.gff
2138,N,1.4,0.2,s15_t1.4_a0.2_038.gff
2139,N,1.4,0.2,s15_t1.4_a0.2_039.gff
2140,N,1.4,0.2,s15_t1.4_a0.2_040.gff
2141,N,1.4,0.2,s15_t1.4_a0.2_041.gff
2142,N,1.4,0.2,s15_t1.4_a0.2_042.gff
2143,N,1.4,0.2,s15_t1.4_a0.2_043.gff
2144,N,1.4,0.2,s15_t1.4_a0.2_044.gff
2145,N,1.4,0.2,s15_t1.4_a0.2_045.gff
2146,N,1.4,0.2,s15_t1.4_a0.2_046.gff
2147,N,1.4,0.2,s15_t1.4_a0.2_047.gff
2148,N,1.4,0.2,s15_t1.4_a0.2_048.gff
2149,N,1.4,0.2,s15_t1.4_a0.2_049.gff
2150,N,1.4,0.2,s15_t1.4_a0.2_050.gff
2151,N,1.4,0.2,s15_t1.4_a0.2_051.gff
2152,N,1.4,0.2,s15_t1.4_a0.2_052.gff
2153,N,1.4,0.2,s15_t1.4_a0.2_053.gff
2154,N,1.4,0.2,s15_t1.4_a0.2_054.gff
2155,N,1.4,0.2,s15_t1.4_a0.2_055.gff
2156,N,1.4,0.2,s15_t1.4_a0.2_056.gff
2157,N,1.4,0.2,s15_t1.4_a0.2_057.gff
2158,N,1.4,0.2,s15_t1.4_a0.2_058.gff
2159,N,1.4,0.2,s15_t1.4_a0.2_059.gff
2160,N,1.4,0.2,s15_t1.4_a0.2_060.gff
2161,N,1.4,0.2,s15_t1.4_a0.2_061.gff
2162,N,1.4,0.2,s15_t1.4_a0.2_062.gff
2163,N,1.4,0.2,s15_t1.4_a0.2_063.gff
2164,N,1.4,0.2,s15_t1.4_a0.2_064.gff
2165,N,1.4,0.2,s15_t1.4_a0.2_065.gff
2166,N,1.4,0.2,s15_t1.4_a0.2_066.gff
2167,N,1.4,0.2,s15_t1.4_a0.2_067.gff
2168,N,1.4,0.2,s15_t1.4_a0.2_068.gff
2169,N,1.4,0.2,s15_t1.4_a0.2_069.gff
2170,N,1.4,0.2,s15_t1.4_a0.2_070.gff
2171,N,1.4,0.2,s15_t1.4_a0.2_071.gff
2172,N,1.4,0.2,s15_t1.4_a0.2_072.gff
2173,N,1.4,0.2,s15_t1.4_a0.2_073.gff
2174,N,1.4,0.2,s15_t1.4_a0.2_074.gff
2175,N,1.4,0.2,s15_t1.4_a0.2_075.gff
2176,N,1.4,0.2,s15_t1.4_a0.2_076.gff
2177,N,1.4,0.2,s15_t1.4_a0.2_077.gff
2178,N,1.4,0.2,s15_t1.4_a0.2_078.gff
2179,N,1.4,0.2,s15_t1.4_a0.2_079.gff
2180,N,1.4,0.2,s15_t1.4_a0.2_080.gff
2181,N,1.4,0.2,s15_t1.4_a0.2_081.gff
2182,N,1.4,0.2,s15_t1.4_a0.2_082.gff
2183,N,1.4,0.2,s15_t1.4_a0.2_083.gff
2184,N,1.4,0.2,s15_t1.4_a0.2_084.gff
2185,N,1.4,0.2,s15_t1.4_a0.2_085.gff
2186,N,1.4,0.2,s15_t1.4_a0.2_086.gff
2187,N,1.4,0.2,s15_t1.4_a0.2_087.gff
2188,N,1.4,0.2,s15_t1.4_a0.2_088.gff
2189,N,1.4,0.2,s15_t1.4_a0.2_089.gff
2190,N,1.4,0.2,s15_t1.4_a0.2_090.gff
2191,N,1.4,0.2,s15_t1.4_a0.2_091.gff
2192,Y,1.4,0.2,s15_t1.4_a0.2_092.gff
2193,N,1.4,0.2,s15_t1.4_a0.2_093.gff
2194,N,1.4,0.2,s15_t1.4_a0.2_094.gff
2195,N,1.4,0.2,s15_t1.4_a0.2_095.gff
2196,N,1.4,0.2,s15_t1.4_a0.2_096.gff
2197,N,1.4,0.2,s15_t1.4_a0.2_097.gff
2198,N,1.4,0.2,s15_t1.4_a0.2_098.gff
2199,N,1.4,0.2,s15_t1.4_a0.2_099.gff
2200,N,1.4,0.2,s15_t1.4_a0.2_100.gff
2201,N,1.4,0.3,s15_t1.4_a0.3_001.gff
2202,N,1.4,0.3,s15_t1.4_a0.3_002.gff
2203,N,1.4,0.3,s15_t1.4_a0.3_003.gff
2204,N,1.4,0.3,s15_t1.4_a0.3_004.gff
2205,N,1.4,0.3,s15_t1.4_a0.3_005.gff
2206,N,1.4,0.3,s15_t1.4_a0.3_006.gff
2207,N,1.4,0.3,s15_t1.4_a0.3_007.gff
2208,N,1.4,0.3,s15_t1.4_a0.3_008.gff
2209,N,1.4,0.3,s15_t1.4_a0.3_009.gff
2210,N,1.4,0.3,s15_t1.4_a0.3_010.gff
2211,N,1.4,0.3,s15_t1.4_a0.3_011.gff
2212,N,1.4,0.3,s15_t1.4_a0.3_012.gff
2213,N,1.4,0.3,s15_t1.4_a0.3_013.gff
2214,N,1.4,0.3,s15_t1.4_a0.3_014.gff
2215,N,1.4,0.3,s15_t1.4_a0.3_015.gff
2216,N,1.4,0.3,s15_t1.4_a0.3_016.gff
2217,N,1.4,0.3,s15_t1.4_a0.3_017.gff
2218,N,1.4,0.3,s15_t1.4_a0.3_018.gff
2219,N,1.4,0.3,s15_t1.4_a0.3_019.gff
2220,N,1.4,0.3,s15_t1.4_a0.3_020.gff
2221,N,1.4,0.3,s15_t1.4_a0.3_021.gff
2222,N,1.4,0.3,s15_t1.4_a0.3_022.gff
2223,N,1.4,0.3,s15_t1.4_a0.3_023.gff
2224,N,1.4,0.3,s15_t1.4_a0.3_024.gff
2225,N,1.4,0.3,s15_t1.4_a0.3_025.gff
2226,N,1.4,0.3,s15_t1.4_a0.3_026.gff
2227,N,1.4,0.3,s15_t1.4_a0.3_027.gff
2228,N,1.4,0.3,s15_t1.4_a0.3_028.gff
2229,N,1.4,0.3,s15_t1.4_a0.3_029.gff
2230,N,1.4,0.3,s15_t1.4_a0.3_030.gff
2231,N,1.4,0.3,s15_t1.4_a0.3_031.gff
2232,N,1.4,0.3,s15_t1.4_a0.3_032.gff
2233,N,1.4,0.3,s15_t1.4_a0.3_033.gff
2234,N,1.4,0.3,s15_t1.4_a0.3_034.gff
2235,N,1.4,0.3,s15_t1.4_a0.3_035.gff
2236,N,1.4,0.3,s15_t1.4_a0.3_036.gff
2237,N,1.4,0.3,s15_t1.4_a0.3_037.gff
2238,N,1.4,0.3,s15_t1.4_a0.3_038.gff
2239,N,1.4,0.3,s15_t1.4_a0.3_039.gff
2240,N,1.4,0.3,s15_t1.4_a0.3_040.gff
2241,N,1.4,0.3,s15_t1.4_a0.3_041.gff
2242,N,1.4,0.3,s15_t1.4_a0.3_042.gff
2243,N,1.4,0.3,s15_t1.4_a0.3_043.gff
2244,N,1.4,0.3,s15_t1.4_a0.3_044.gff
2245,N,1.4,0.3,s15_t1.4_a0.3_045.gff
2246,N,1.4,0.3,s15_t1.4_a0.3_046.gff
2247,N,1.4,0.3,s15_t1.4_a0.3_047.gff
2248,N,1.4,0.3,s15_t1.4_a0.3_048.gff
2249,N,1.4,0.3,s15_t1.4_a0.3_049.gff
2250,N,1.4,0.3,s15_t1.4_a0.3_050.gff
2251,N,1.4,0.3,s15_t1.4_a0.3_051.gff
2252,N,1.4,0.3,s15_t1.4_a0.3_052.gff
2253,N,1.4,0.3,s15_t1.4_a0.3_053.gff
2254,N,1.4,0.3,s15_t1.4_a0.3_054.gff
2255,N,1.4,0.3,s15_t1.4_a0.3_055.gff
2256,N,1.4,0.3,s15_t1.4_a0.3_056.gff
2257,N,1.4,0.3,s15_t1.4_a0.3_057.gff
2258,N,1.4,0.3,s15_t1.4_a0.3_058.gff
2259,N,1.4,0.3,s15_t1.4_a0.3_059.gff
2260,N,1.4,0.3,s15_t1.4_a0.3_060.gff
2261,N,1.4,0.3,s15_t1.4_a0.3_061.gff
2262,N,1.4,0.3,s15_t1.4_a0.3_062.gff
2263,N,1.4,0.3,s15_t1.4_a0.3_063.gff
2264,N,1.4,0.3,s15_t1.4_a0.3_064.gff
2265,N,1.4,0.3,s15_t1.4_a0.3_065.gff
2266,N,1.4,0.3,s15_t1.4_a0.3_066.gff
2267,N,1.4,0.3,s15_t1.4_a0.3_067.gff
2268,N,1.4,0.3,s15_t1.4_a0.3_068.gff
2269,N,1.4,0.3,s15_t1.4_a0.3_069.gff
2270,N,1.4,0.3,s15_t1.4_a0.3_070.gff
2271,N,1.4,0.3,s15_t1.4_a0.3_071.gff
2272,N,1.4,0.3,s15_t1.4_a0.3_072.gff
2273,N,1.4,0.3,s15_t1.4_a0.3_073.gff
2274,N,1.4,0.3,s15_t1.4_a0.3_074.gff
2275,N,1.4,0.3,s15_t1.4_a0.3_075.gff
2276,N,1.4,0.3,s15_t1.4_a0.3_076.gff
2277,N,1.4,0.3,s15_t1.4_a0.3_077.gff
2278,N,1.4,0.3,s15_t1.4_a0.3_078.gff
2279,N,1.4,0.3,s15_t1.4_a0.3_079.gff
2280,N,1.4,0.3,s15_t1.4_a0.3_080.gff
2281,N,1.4,0.3,s15_t1.4_a0.3_081.gff
2282,N,1.4,0.3,s15_t1.4_a0.3_082.gff
2283,N,1.4,0.3,s15_t1.4_a0.3_083.gff
2284,N,1.4,0.3,s15_t1.4_a0.3_084.gff
2285,N,1.4,0.3,s15_t1.4_a0.3_085.gff
2286,N,1.4,0.3,s15_t1.4_a0.3_086.gff
2287,N,1.4,0.3,s15_t1.4_a0.3_087.gff
2288,N,1.4,0.3,s15_t1.4_a0.3_088.gff
2289,N,1.4,0.3,s15_t1.4_a0.3_089.gff
2290,N,1.4,0.3,s15_t1.4_a0.3_090.gff
2291,N,1.4,0.3,s15_t1.4_a0.3_091.gff
2292,N,1.4,0.3,s15_t1.4_a0.3_092.gff
2293,N,1.4,0.3,s15_t1.4_a0.3_093.gff
2294,N,1.4,0.3,s15_t1.4_a0.3_094.gff
2295,N,1.4,0.3,s15_t1.4_a0.3_095.gff
2296,N,1.4,0.3,s15_t1.4_a0.3_096.gff
2297,N,1.4,0.3,s15_t1.4_a0.3_097.gff
2298,N,1.4,0.3,s15_t1.4_a0.3_098.gff
2299,N,1.4,0.3,s15_t1.4_a0.3_099.gff
2300,N,1.4,0.3,s15_t1.4_a0.3_100.gff
2301,N,1.4,0.4,s15_t1.4_a0.4_001.gff
2302,N,1.4,0.4,s15_t1.4_a0.4_002.gff
2303,N,1.4,0.4,s15_t1.4_a0.4_003.gff
2304,N,1.4,0.4,s15_t1.4_a0.4_004.gff
2305,N,1.4,0.4,s15_t1.4_a0.4_005.gff
2306,N,1.4,0.4,s15_t1.4_a0.4_006.gff
2307,N,1.4,0.4,s15_t1.4_a0.4_007.gff
2308,N,1.4,0.4,s15_t1.4_a0.4_008.gff
2309,N,1.4,0.4,s15_t1.4_a0.4_009.gff
2310,N,1.4,0.4,s15_t1.4_a0.4_010.gff
2311,N,1.4,0.4,s15_t1.4_a0.4_011.gff
2312,N,1.4,0.4,s15_t1.4_a0.4_012.gff
2313,N,1.4,0.4,s15_t1.4_a0.4_013.gff
2314,N,1.4,0.4,s15_t1.4_a0.4_014.gff
2315,N,1.4,0.4,s15_t1.4_a0.4_015.gff
2316,N,1.4,0.4,s15_t1.4_a0.4_016.gff
2317,N,1.4,0.4,s15_t1.4_a0.4_017.gff
2318,N,1.4,0.4,s15_t1.4_a0.4_018.gff
2319,N,1.4,0.4,s15_t1.4_a0.4_019.gff
2320,N,1.4,0.4,s15_t1.4_a0.4_020.gff
2321,N,1.4,0.4,s15_t1.4_a0.4_021.gff
2322,N,1.4,0.4,s15_t1.4_a0.4_022.gff
2323,N,1.4,0.4,s15_t1.4_a0.4_023.gff
2324,N,1.4,0.4,s15_t1.4_a0.4_024.gff
2325,N,1.4,0.4,s15_t1.4_a0.4_025.gff
2326,N,1.4,0.4,s15_t1.4_a0.4_026.gff
2327,N,1.4,0.4,s15_t1.4_a0.4_027.gff
2328,N,1.4,0.4,s15_t1.4_a0.4_028.gff
2329,N,1.4,0.4,s15_t1.4_a0.4_029.gff
2330,N,1.4,0.4,s15_t1.4_a0.4_030.gff
2331,N,1.4,0.4,s15_t1.4_a0.4_031.gff
2332,N,1.4,0.4,s15_t1.4_a0.4_032.gff
2333,N,1.4,0.4,s15_t1.4_a0.4_033.gff
2334,N,1.4,0.4,s15_t1.4_a0.4_034.gff
2335,N,1.4,0.4,s15_t1.4_a0.4_035.gff
2336,N,1.4,0.4,s15_t1.4_a0.4_036.gff
2337,N,1.4,0.4,s15_t1.4_a0.4_037.gff
2338,N,1.4,0.4,s15_t1.4_a0.4_038.gff
2339,N,1.4,0.4,s15_t1.4_a0.4_039.gff
2340,N,1.4,0.4,s15_t1.4_a0.4_040.gff
2341,N,1.4,0.4,s15_t1.4_a0.4_041.gff
2342,N,1.4,0.4,s15_t1.4_a0.4_042.gff
2343,N,1.4,0.4,s15_t1.4_a0.4_043.gff
2344,N,1.4,0.4,s15_t1.4_a0.4_044.gff
2345,N,1.4,0.4,s15_t1.4_a0.4_045.gff
2346,N,1.4,0.4,s15_t1.4_a0.4_046.gff
2347,N,1.4,0.4,s15_t1.4_a0.4_047.gff
2348,N,1.4,0.4,s15_t1.4_a0.4_048.gff
2349,N,1.4,0.4,s15_t1.4_a0.4_049.gff
2350,N,1.4,0.4,s15_t1.4_a0.4_050.gff
2351,N,1.4,0.4,s15_t1.4_a0.4_051.gff
2352,N,1.4,0.4,s15_t1.4_a0.4_052.gff
2353,N,1.4,0.4,s15_t1.4_a0.4_053.gff
2354,N,1.4,0.4,s15_t1.4_a0.4_054.gff
2355,N,1.4,0.4,s15_t1.4_a0.4_055.gff
2356,N,1.4,0.4,s15_t1.4_a0.4_056.gff
2357,N,1.4,0.4,s15_t1.4_a0.4_057.gff
2358,N,1.4,0.4,s15_t1.4_a0.4_058.gff
2359,N,1.4,0.4,s15_t1.4_a0.4_059.gff
2360,N,1.4,0.4,s15_t1.4_a0.4_060.gff
2361,N,1.4,0.4,s15_t1.4_a0.4_061.gff
2362,N,1.4,0.4,s15_t1.4_a0.4_062.gff
2363,N,1.4,0.4,s15_t1.4_a0.4_063.gff
2364,N,1.4,0.4,s15_t1.4_a0.4_064.gff
2365,N,1.4,0.4,s15_t1.4_a0.4_065.gff
2366,N,1.4,0.4,s15_t1.4_a0.4_066.gff
2367,N,1.4,0.4,s15_t1.4_a0.4_067.gff
2368,N,1.4,0.4,s15_t1.4_a0.4_068.gff
2369,N,1.4,0.4,s15_t1.4_a0.4_069.gff
2370,N,1.4,0.4,s15_t1.4_a0.4_070.gff
2371,N,1.4,0.4,s15_t1.4_a0.4_071.gff
2372,N,1.4,0.4,s15_t1.4_a0.4_072.gff
2373,N,1.4,0.4,s15_t1.4_a0.4_073.gff
2374,N,1.4,0.4,s15_t1.4_a0.4_074.gff
2375,N,1.4,0.4,s15_t1.4_a0.4_075.gff
2376,N,1.4,0.4,s15_t1.4_a0.4_076.gff
2377,N,1.4,0.4,s15_t1.4_a0.4_077.gff
2378,N,1.4,0.4,s15_t1.4_a0.4_078.gff
2379,N,1.4,0.4,s15_t1.4_a0.4_079.gff
2380,N,1.4,0.4,s15_t1.4_a0.4_080.gff
2381,N,1.4,0.4,s15_t1.4_a0.4_081.gff
2382,N,1.4,0.4,s15_t1.4_a0.4_082.gff
2383,N,1.4,0.4,s15_t1.4_a0.4_083.gff
2384,N,1.4,0.4,s15_t1.4_a0.4_084.gff
2385,N,1.4,0.4,s15_t1.4_a0.4_085.gff
2386,N,1.4,0.4,s15_t1.4_a0.4_086.gff
2387,N,1.4,0.4,s15_t1.4_a0.4_087.gff
2388,N,1.4,0.4,s15_t1.4_a0.4_088.gff
2389,N,1.4,0.4,s15_t1.4_a0.4_089.gff
2390,N,1.4,0.4,s15_t1.4_a0.4_090.gff
2391,N,1.4,0.4,s15_t1.4_a0.4_091.gff
2392,N,1.4,0.4,s15_t1.4_a0.4_092.gff
2393,N,1.4,0.4,s15_t1.4_a0.4_093.gff
2394,N,1.4,0.4,s15_t1.4_a0.4_094.gff
2395,N,1.4,0.4,s15_t1.4_a0.4_095.gff
2396,N,1.4,0.4,s15_t1.4_a0.4_096.gff
2397,N,1.4,0.4,s15_t1.4_a0.4_097.gff
2398,N,1.4,0.4,s15_t1.4_a0.4_098.gff
2399,N,1.4,0.4,s15_t1.4_a0.4_099.gff
2400,N,1.4,0.4,s15_t1.4_a0.4_100.gff
2401,N,1.4,0.5,s15_t1.4_a0.5_001.gff
2402,N,1.4,0.5,s15_t1.4_a0.5_002.gff
2403,N,1.4,0.5,s15_t1.4_a0.5_003.gff
2404,N,1.4,0.5,s15_t1.4_a0.5_004.gff
2405,N,1.4,0.5,s15_t1.4_a0.5_005.gff
2406,N,1.4,0.5,s15_t1.4_a0.5_006.gff
2407,N,1.4,0.5,s15_t1.4_a0.5_007.gff
2408,N,1.4,0.5,s15_t1.4_a0.5_008.gff
2409,N,1.4,0.5,s15_t1.4_a0.5_009.gff
2410,N,1.4,0.5,s15_t1.4_a0.5_010.gff
2411,N,1.4,0.5,s15_t1.4_a0.5_011.gff
2412,N,1.4,0.5,s15_t1.4_a0.5_012.gff
2413,N,1.4,0.5,s15_t1.4_a0.5_013.gff
2414,N,1.4,0.5,s15_t1.4_a0.5_014.gff
2415,N,1.4,0.5,s15_t1.4_a0.5_015.gff
2416,N,1.4,0.5,s15_t1.4_a0.5_016.gff
2417,N,1.4,0.5,s15_t1.4_a0.5_017.gff
2418,N,1.4,0.5,s15_t1.4_a0.5_018.gff
2419,N,1.4,0.5,s15_t1.4_a0.5_019.gff
2420,N,1.4,0.5,s15_t1.4_a0.5_020.gff
2421,N,1.4,0.5,s15_t1.4_a0.5_021.gff
2422,N,1.4,0.5,s15_t1.4_a0.5_022.gff
2423,N,1.4,0.5,s15_t1.4_a0.5_023.gff
2424,N,1.4,0.5,s15_t1.4_a0.5_024.gff
2425,N,1.4,0.5,s15_t1.4_a0.5_025.gff
2426,N,1.4,0.5,s15_t1.4_a0.5_026.gff
2427,N,1.4,0.5,s15_t1.4_a0.5_027.gff
2428,N,1.4,0.5,s15_t1.4_a0.5_028.gff
2429,N,1.4,0.5,s15_t1.4_a0.5_029.gff
2430,N,1.4,0.5,s15_t1.4_a0.5_030.gff
2431,N,1.4,0.5,s15_t1.4_a0.5_031.gff
2432,N,1.4,0.5,s15_t1.4_a0.5_032.gff
2433,N,1.4,0.5,s15_t1.4_a0.5_033.gff
2434,N,1.4,0.5,s15_t1.4_a0.5_034.gff
2435,N,1.4,0.5,s15_t1.4_a0.5_035.gff
2436,N,1.4,0.5,s15_t1.4_a0.5_036.gff
2437,N,1.4,0.5,s15_t1.4_a0.5_037.gff
2438,N,1.4,0.5,s15_t1.4_a0.5_038.gff
2439,N,1.4,0.5,s15_t1.4_a0.5_039.gff
2440,N,1.4,0.5,s15_t1.4_a0.5_040.gff
2441,N,1.4,0.5,s15_t1.4_a0.5_041.gff
2442,N,1.4,0.5,s15_t1.4_a0.5_042.gff
2443,N,1.4,0.5,s15_t1.4_a0.5_043.gff
2444,N,1.4,0.5,s15_t1.4_a0.5_044.gff
2445,N,1.4,0.5,s15_t1.4_a0.5_045.gff
2446,N,1.4,0.5,s15_t1.4_a0.5_046.gff
2447,N,1.4,0.5,s15_t1.4_a0.5_047.gff
2448,N,1.4,0.5,s15_t1.4_a0.5_048.gff
2449,N,1.4,0.5,s15_t1.4_a0.5_049.gff
2450,N,1.4,0.5,s15_t1.4_a0.5_050.gff
2451,N,1.4,0.5,s15_t1.4_a0.5_051.gff
2452,N,1.4,0.5,s15_t1.4_a0.5_052.gff
2453,N,1.4,0.5,s15_t1.4_a0.5_053.gff
2454,N,1.4,0.5,s15_t1.4_a0.5_054.gff
2455,N,1.4,0.5,s15_t1.4_a0.5_055.gff
2456,N,1.4,0.5,s15_t1.4_a0.5_056.gff
2457,N,1.4,0.5,s15_t1.4_a0.5_057.gff
2458,N,1.4,0.5,s15_t1.4_a0.5_058.gff
2459,N,1.4,0.5,s15_t1.4_a0.5_059.gff
2460,N,1.4,0.5,s15_t1.4_a0.5_060.gff
2461,N,1.4,0.5,s15_t1.4_a0.5_061.gff
2462,N,1.4,0.5,s15_t1.4_a0.5_062.gff
2463,N,1.4,0.5,s15_t1.4_a0.5_063.gff
2464,N,1.4,0.5,s15_t1.4_a0.5_064.gff
2465,N,1.4,0.5,s15_t1.4_a0.5_065.gff
2466,N,1.4,0.5,s15_t1.4_a0.5_066.gff
2467,N,1.4,0.5,s15_t1.4_a0.5_067.gff
2468,N,1.4,0.5,s15_t1.4_a0.5_068.gff
2469,N,1.4,0.5,s15_t1.4_a0.5_069.gff
2470,N,1.4,0.5,s15_t1.4_a0.5_070.gff
2471,N,1.4,0.5,s15_t1.4_a0.5_071.gff
2472,N,1.4,0.5,s15_t1.4_a0.5_072.gff
2473,N,1.4,0.5,s15_t1.4_a0.5_073.gff
2474,N,1.4,0.5,s15_t1.4_a0.5_074.gff
2475,N,1.4,0.5,s15_t1.4_a0.5_075.gff
2476,N,1.4,0.5,s15_t1.4_a0.5_076.gff
2477,N,1.4,0.5,s15_t1.4_a0.5_077.gff
2478,N,1.4,0.5,s15_t1.4_a0.5_078.gff
2479,N,1.4,0.5,s15_t1.4_a0.5_079.gff
2480,N,1.4,0.5,s15_t1.4_a0.5_080.gff
2481,N,1.4,0.5,s15_t1.4_a0.5_081.gff
2482,N,1.4,0.5,s15_t1.4_a0.5_082.gff
2483,N,1.4,0.5,s15_t1.4_a0.5_083.gff
2484,N,1.4,0.5,s15_t1.4_a0.5_084.gff
2485,N,1.4,0.5,s15_t1.4_a0.5_085.gff
2486,N,1.4,0.5,s15_t1.4_a0.5_086.gff
2487,N,1.4,0.5,s15_t1.4_a0.5_087.gff
2488,N,1.4,0.5,s15_t1.4_a0.5_088.gff
2489,N,1.4,0.5,s15_t1.4_a0.5_089.gff
2490,N,1.4,0.5,s15_t1.4_a0.5_090.gff
2491,N,1.4,0.5,s15_t1.4_a0.5_091.gff
